province,name,link,description,price,name_nearby_place,hotel_class,img_origin,location_rating,animates
Bình Thuận,VIPOL MUI NE HOTEL & SPA ( Khách sạn 4 sao ),http://www.vipolmuine.com.vn/,Không có mô tả,1998240,"Bãi Biển Hàm Tiến, Cảng Hàng Không Quốc Tế Liên Khương, Nhà Hàng Kim Huệ",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipPQBPCrI4QQZMKKlTofKysbHvwaNQrg9z_TZP5y=s10000, https://lh5.googleusercontent.com/p/AF1QipOrCCc2kOIGfTjBHZ_a5FD6lUONBI2969X8aKax=s10000, https://lh5.googleusercontent.com/p/AF1QipPZm5BMv6hL_jUC5Z3L0Tk99KVak5P-rSYKq8u9=s10000, https://lh5.googleusercontent.com/p/AF1QipOUmVadYnmzJfovu-hQ8pf3Cx2YJCmTz64_rUox=s10000, https://photos.hotelbeds.com/giata/original/10/1000859/1000859a_hb_ro_044.jpg, https://photos.hotelbeds.com/giata/original/10/1000859/1000859a_hb_f_004.jpg, https://photos.hotelbeds.com/giata/original/10/1000859/1000859a_hb_f_005.jpg, https://lh5.googleusercontent.com/p/AF1QipOfiANWSHTnBoE7h1oNxrQO3YqTT3vtz9C9tRaS=s10000, https://images.trvl-media.com/lodging/79000000/78440000/78433200/78433200/575aee6d_z.jpg",4.3,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness centre, Spa, Beach access, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business centre, Child-friendly"
Bình Thuận,Blue Bay Muine Resort & Spa,Không có link,Không có mô tả,1148122,"Làng Chài Hòn Rơm, Cảng Hàng Không Quốc Tế Liên Khương, QUÁN ĂN 76",Khách sạn 3 sao,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/33/84/5c/blue-bay-mui-ne-resort.jpg?w=2100&h=1400&s=1, https://images.trvl-media.com/lodging/12000000/11530000/11529300/11529298/0b91cc5c_z.jpg, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0a/33/84/26/blue-bay-mui-ne-resort.jpg?w=2100&h=1400&s=1, https://images.trvl-media.com/lodging/12000000/11530000/11529300/11529298/33d5a3a2_z.jpg, https://images.trvl-media.com/lodging/12000000/11530000/11529300/11529298/f39bc997_z.jpg, https://cdn.worldota.net/t/1024x768/content/06/6b/066b1b60227cb5e8f6bfcb92cbbd4aafc0cc0b7d.jpeg, https://images.trvl-media.com/lodging/12000000/11530000/11529300/11529298/01ec1267_z.jpg, https://images.trvl-media.com/lodging/12000000/11530000/11529300/11529298/d834e63d_z.jpg, https://cdn.worldota.net/t/1024x768/content/33/25/3325b3e088a6a21e35e507fdcaff1f5cdbe2c686.jpeg",3,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Beach access, Bar, Restaurant, Room service, Full-service laundry, Child-friendly"
Bình Thuận,Tường Boutique Resort,Không có link,Không có mô tả,1578560,"Suối Tiên - Mũi Né, Phan Thiết Văn phòng Xe Hạnh Cafe Mũi Né, Cảng Hàng Không Quốc Tế Liên Khương, Lâm Tòng Quán",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipPXqJY1DDcSlzE53mxk-gJxQpjjqusVZAXsSZAi=s10000, https://lh5.googleusercontent.com/p/AF1QipNJS4fYzjaY4HmEdAAqV00GR5ad-iZd_D_nQkwE=s10000, https://lh5.googleusercontent.com/p/AF1QipOtPUSkmaZ4zpMw7HE8mULbQXnwmEJi7_7yNvuh=s10000, https://lh5.googleusercontent.com/p/AF1QipNgQyfe7JMxaQWKFvemxY3PnswYsCZBYm6UHXd9=s10000, https://lh5.googleusercontent.com/p/AF1QipM_9n8f87Kj6UrG9WHDKO_BXPO9IIkEEjGmTFgn=s10000, https://lh5.googleusercontent.com/p/AF1QipNImwJpFpvFSHBqIKontvwx1ZoL2zB48ajqxiwa=s10000, https://lh5.googleusercontent.com/p/AF1QipNDr9cr6rcws4kuH-Z3k8OJYjaJLvqnK2clmngf=s10000, https://lh5.googleusercontent.com/p/AF1QipOaOEMhULF1vLwStZUhyWjdQYvKar6SOlxcfpsI=s10000, https://lh5.googleusercontent.com/p/AF1QipOf-bDyfr_X8x1DRDP6NUIIc5GSfkL0ZYOGTCB2=s10000",4.4,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Air conditioning, Pet-friendly, Beach access, Bar, Restaurant, Room service, Full-service laundry, Child-friendly, Smoke-free property"
Cà Mau,Phu Cuong Hotel - Ca Mau,https://phucuonghotel.com/,"Khách sạn sang trọng có nhà hàng, quán cà phê, phòng tập thể dục và bể bơi vô cực nhìn ra thành phố.",1336348,"Chùa Sắc Tứ Quan Âm Cổ Tự, Cảng Hàng Không Cà Mau, Cơm tấm hằng",Khách sạn 4 sao,"https://lh5.googleusercontent.com/p/AF1QipM62Xw8tLWlwJUGLwvdYF0vvvrTMp59WEdExfoe=s10000, https://lh5.googleusercontent.com/p/AF1QipNRQgd8CVWjFU6F2U4bMw0T8LJjn3h2MFe6bFhX=s10000, https://cdn.worldota.net/t/1024x768/content/ca/95/ca957bf003b02081d8904762076683530486ac23.PNG, https://photos.hotelbeds.com/giata/original/69/694900/694900a_hb_ro_004.JPG, https://cdn.worldota.net/t/1024x768/content/b4/9c/b49c745095803e5e61ab0f9827bae9bd237c6fa1.jpeg, https://lh5.googleusercontent.com/p/AF1QipOmP0XuFbWAGmLpdFu-vj1I8h7WHX3POYgPtyxU=s10000, https://lh5.googleusercontent.com/p/AF1QipNv7DUVuYdfAe4ImOl9IvsOkrjGufUE2R2gKOEe=s10000, https://lh5.googleusercontent.com/p/AF1QipPiTOOxboNEBUI4Kfl1uyQTJdRFI-ERNCpnfDaY=s10000, https://lh5.googleusercontent.com/p/AF1QipPl4sqpOEtiTXZpn3ygUYwqxfRfkzs5taw9OlEP=s10000",4.6,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness centre, Restaurant, Room service, Airport shuttle, Full-service laundry, Child-friendly"
Cà Mau,THE ONE HOTEL,Không có link,Không có mô tả,645830,"Càu mau chùa Monivongsa Bopharam, Cảng Hàng Không Cà Mau, Ẩm thực chay Sadhu Sadhu",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipOCDhnr0OiQXrc08-7oSrHhRpGoVHErHtnDJKbT=s10000, https://lh5.googleusercontent.com/p/AF1QipMszyvhIBox3Fl5zU9ezh4RobU2JBWMKbGsznbX=s10000, https://lh5.googleusercontent.com/p/AF1QipPAwSwIBx971shBtGxtPPOvF2nJs66tjla0CZzp=s10000, https://lh5.googleusercontent.com/p/AF1QipM9zlmPyXf9SHOtpFCQ7mEVNGWlHJ4lGX1K4oAK=s10000, https://lh5.googleusercontent.com/p/AF1QipNeFm5qPkHSzgIt2cwYSDJZQL6xXIAPdw7d9NPG=s10000, https://lh5.googleusercontent.com/p/AF1QipNjxKHz64ktd4qexPtrnC265xq4Zl2BQgEBjTgE=s10000, https://lh5.googleusercontent.com/p/AF1QipNNsF8yoq_d98z-yCMhNvHsXJKFiFOWVfq3GEgI=s10000, https://lh5.googleusercontent.com/p/AF1QipNTBd8TaqhvpD86JUMhRm931vZG9GTG5cJ1qYzi=s10000, https://lh5.googleusercontent.com/p/AF1QipMZ7_4k_oHa3RrMuXDsRmaJ1vGrgSZN4sadhofk=s10000",3.5,"Free Wi-Fi, Free parking, Pet-friendly, Spa, Bar, Room service, Full-service laundry, Accessible, Child-friendly, Smoke-free property"
Cà Mau,Mường Thanh Luxury Cà Mau Hotel,https://booking.muongthanh.com/khach-san-muong-thanh-luxury-ca-mau,"Khách sạn sang trọng có phòng ốc cao cấp, quầy bar tầng thượng, nhà hàng, bể bơi ngoài trời và khu spa.",2647848,"Khu Tưởng niệm Chủ tịch Hồ Chí Minh, Cảng Hàng Không Cà Mau, Hotpot story Vincom Cà Mau",Khách sạn 4 sao,"https://photos.hotelbeds.com/giata/original/69/691815/691815a_hb_l_001.jpg, https://lh5.googleusercontent.com/p/AF1QipNbW1dlycUCeUApPgXPNwRZmDMEjszs-Lu9zjqo=s10000, https://lh5.googleusercontent.com/p/AF1QipMFRdXe_d9vyJsAAs1aS8c1SU4n5Vq85WdeT8Pd=s10000, https://images.trvl-media.com/lodging/16000000/15360000/15350400/15350346/c54f8e59_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNSf-3rTW15iDd81UDrw228m75oIj9cEK8ZuioC=s10000, https://lh5.googleusercontent.com/p/AF1QipNoTZxD8depH4x5kK0OigybDuCb91rvo6b3JOtX=s10000, https://lh5.googleusercontent.com/p/AF1QipNtBldGvCD5aGzdo9QGmf5GLfJKueiAkeXqKp87=s10000, https://lh5.googleusercontent.com/p/AF1QipPcMwJcjUBhMkW0QYo2bDeeBS-tKn5rzW0lDm1a=s10000, https://cdn.worldota.net/t/1024x768/content/e4/9f/e49fa894ed0b9cd336882ce8b42b9da19a1f8247.jpeg",3.8,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Fitness centre, Spa, Bar, Restaurant, Room service, Airport shuttle, Full-service laundry, Accessible, Business centre, Child-friendly"
Cà Mau,Khách sạn Song Hùng,Không có link,Không có mô tả,380000,"Chùa Sắc Tứ Quan Âm Cổ Tự, Cảng Hàng Không Cà Mau, Cơm tấm hằng",Khách sạn 2 sao,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/1a/de/d3/ad/song-hung-hotel.jpg?w=1900&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipPVHz3NKyAYhITlXaym40JwZiJYPTrIvFkI8Og7=s10000, https://lh5.googleusercontent.com/p/AF1QipNzHovYF4fwkzb8GYMRMaqnuUmdJKEXbTNhuUEZ=s10000, https://lh5.googleusercontent.com/p/AF1QipP3pXkrNVL6e_6HV02pYYwce7s4kxJdSSPDJlIq=s10000, https://lh5.googleusercontent.com/p/AF1QipMS5Rc9fPHEXiCiRFehZS-Jrh2HueycUwbDtRnW=s10000, https://lh5.googleusercontent.com/p/AF1QipMde7BZRB_0_1JG67J4CXlKvo1ZgcNvpGxmYLVd=s10000, https://lh5.googleusercontent.com/p/AF1QipO1NuVwhuva10YSl_Ei5RjmDutgMtQmz9Y0h-k8=s10000, https://lh5.googleusercontent.com/p/AF1QipO_Pxg5KSjWcSmz8hNMCC1jz5yKvhKch936qSNd=s10000, https://lh5.googleusercontent.com/p/AF1QipPjWQQKGaY1-rWXpw5_NCFgv1ALgX6fE_Xxsh7w=s10000",4.6,"Free Wi-Fi, Parking, Air conditioning, Restaurant, Airport shuttle, Full-service laundry"
Cà Mau,Khách Sạn The One Hotel 2,https://the-onehotel.vn/,Không có mô tả,1400354,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Nhà Hàng Cánh Buồm Cà Mau",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipOr_D8mmnf8Eeljl4QsPQ_6dgV4dd0Pcq1ayLrr=s10000, https://lh5.googleusercontent.com/p/AF1QipOllyy3Al3zZu46CqX5jeB-nRwE_iHA8V9adlxf=s10000, https://lh5.googleusercontent.com/p/AF1QipORQK_pPY3PNidTzVQ9q0oAKb5KVIi1xt0StcFf=s10000, https://lh5.googleusercontent.com/p/AF1QipPnjdMGErvDAIS5EIrBHMlzviDyxjWU6mEexrIQ=s10000, https://lh5.googleusercontent.com/p/AF1QipMkqdsDdBCGSHLKboLpBp5jbMcoOiWn90Znocti=s10000, https://lh5.googleusercontent.com/p/AF1QipM2ObCL6vnbTPgEZc7gzUCb3p_ay66UE5Us69yR=s10000, https://lh5.googleusercontent.com/p/AF1QipO0eG1zFCg2146ETU7IEsXosWK3SI1isbpi00oW=s10000, https://lh5.googleusercontent.com/p/AF1QipOdskNmFd2LN8h8gnO2Ztb53J03dwUid95UOh8I=s10000, https://lh5.googleusercontent.com/p/AF1QipP5ElPWoe3YndN1gUuVDisCYMo5P7LbwdDsFPUN=s10000",3.5,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Cà Mau,Khách Sạn Đông Anh,Không có link,"Khách sạn bình dị có phòng tinh tế, nhà hàng, quán bar và sân hiên.",882274,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, SAYAKA - Nướng Lẩu Nhật Bản",Khách sạn 2 sao,"https://cdn.worldota.net/t/1024x768/extranet/f0/13/f013e589fb15b457a7ab2902c9a5857fe6e5c272.jpeg, https://lh5.googleusercontent.com/p/AF1QipOaqqedR72FTe-cDc2zMZsYISCrZWgIAfHLAo7-=s10000, https://lh5.googleusercontent.com/p/AF1QipPMUmiPvf7w4TP5zYM_n33yDQ5kd6IQ_UvGZ9cX=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/0b/73/f8/1b/superior-double-room.jpg?w=1200&h=700&s=1, https://lh5.googleusercontent.com/p/AF1QipPUjzf1SlKImOGatjFQR6BdjQw7yXjUvaaxsqAZ=s10000, https://lh5.googleusercontent.com/p/AF1QipMpiHuEM35gKLHh5EwNsai9jgjaazX_SdVXwwAZ=s10000, https://lh5.googleusercontent.com/p/AF1QipMdY7iCphGENBlA4BIlzzZ1gIgkxm9wU4w_MvP3=s10000, https://lh5.googleusercontent.com/p/AF1QipO2B8H8wkJj6C_Tq_A60JCaBSZmh_7Q3r4pWeiu=s10000, https://lh5.googleusercontent.com/p/AF1QipONoAk5b_s9jhKxmCdNt_ybKpU2uNIdcYrp4fPb=s10000",4.5,"Free Wi-Fi, Air conditioning, Restaurant, Full-service laundry, Child-friendly"
Cà Mau,Nhà Hàng Khách Sạn Ánh Nguyệt,http://anhnguyethotel.com/,"Khách sạn sang trọng có phòng ốc bình dân hoặc sang trọng, bể bơi ngoài trời, nhà hàng và phòng karaoke.",2100000,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, HẢI SẢN LÊ LỌNG",Không có hạng sao,"https://images.trvl-media.com/lodging/30000000/29680000/29670400/29670375/f7e6e2a5_z.jpg, https://images.trvl-media.com/lodging/30000000/29680000/29670400/29670375/15536145_z.jpg, https://lh5.googleusercontent.com/p/AF1QipPyjWHmBKK_8t_oOosmI3_qT0YkJWq533AlSBsr=s10000, https://lh5.googleusercontent.com/p/AF1QipOPC2Fxdjdmbbj0T6jLImux1VFQdr5FdxiuJ-Ys=s10000, https://lh5.googleusercontent.com/p/AF1QipODpKpL1gC3_ZNAqVP6IHDDpj00WfSapjIxU7MZ=s10000, https://cdn.worldota.net/t/1024x768/content/69/b0/69b044b6d83fcdd4467d3696cdec4a2f08d16438.jpeg, https://lh5.googleusercontent.com/p/AF1QipNMkkplkdcJNR_Ic2chwifIYGA7fQTaq123Iih4=s10000, https://lh5.googleusercontent.com/p/AF1QipNJUKcSTtxzf8sc3rYJRFw4Fe5vRv904yxSlU2v=s10000, https://cdn.worldota.net/t/1024x768/content/51/12/5112b9d9c71596f9ae6113a9ff8e0a0e5ebd4480.jpeg",4.6,"Free breakfast, Free Wi-Fi, Free parking, Outdoor pool, Hot tub, Air conditioning, Spa, Bar, Restaurant, Airport shuttle, Full-service laundry, Child-friendly"
Cà Mau,Thiên Lộc Cà Mau Hotel,Không có link,Không có mô tả,530576,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Nhà Hàng King Cua",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipNZ_Oh6ZPTbS8q0r1JpYjPdGLd_vEyn3q5bVGzS=s10000, https://dynamic-media-cdn.tripadvisor.com/media/photo-o/14/cd/da/1b/thien-loc-hotel.jpg?w=2100&h=1400&s=1, https://lh5.googleusercontent.com/p/AF1QipNZxX9OczAPU4mhskH-RVSumPmcxOBCuk2lKwPD=s10000, https://lh5.googleusercontent.com/p/AF1QipOpHuvRgYO1hfyQBW1uuO1EK3AzUemzPM2TplHQ=s10000, https://lh5.googleusercontent.com/p/AF1QipP4PpBE_Gx4NqxNSZb_DoyiN8E0sZdVJYUqTw0h=s10000, https://lh5.googleusercontent.com/p/AF1QipM1YLnnaWmO1RVVPn7VgY9hcKzQk4pKYo7KpoU-=s10000, https://lh5.googleusercontent.com/p/AF1QipP63A1LDsoYqjZebWpAHfyACi114NmTmbExNk2j=s10000, https://lh5.googleusercontent.com/p/AF1QipPUS4uYqBvg8OV_dysxOt00UL0sHPQ1sQe1Hysw=s10000, https://lh5.googleusercontent.com/p/AF1QipNh76IjeZPqIbauusgnD8ipd5ogridx615avSlW=s10000",2.7,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Cà Mau,Quoc Te Hotel,Không có link,Không có mô tả,600000,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Nhà Hàng Khách Sạn Ánh Nguyệt",Khách sạn 3 sao,"https://lh5.googleusercontent.com/p/AF1QipMVtOVZaX7b_5MZPUmfIHL848IwwRa0pU3Rcdwr=s10000, https://lh5.googleusercontent.com/p/AF1QipPpG-MQQfiahpqxL5oDMou6o6-vtVBNmv6J_anz=s10000, https://lh5.googleusercontent.com/p/AF1QipMyz7xA403o2C2rDUS80RIP4tkW6nEya3wbAZnz=s10000, https://lh5.googleusercontent.com/p/AF1QipN2xxdqON6My5naGp4nj46PZKOeCxxrb5RrHf8y=s10000, https://lh5.googleusercontent.com/p/AF1QipOOioHO9EVb-MktVmdC9bpzqAHgnenDpuUVLSxQ=s10000, https://lh5.googleusercontent.com/p/AF1QipP3pE2e2POCFrj88qFQw3Y8L68sFn0Vbx9DB-HZ=s10000, https://lh5.googleusercontent.com/p/AF1QipOuiGLscFKCRxDn2WV1_iOn0abFB5Fw3EED3TbE=s10000, https://lh5.googleusercontent.com/p/AF1QipNG2VpAJE03DohhO5ioBCtQ1K2Xw95cI65cFnVU=s10000, https://lh5.googleusercontent.com/p/AF1QipMDYR1LNH_cX67YeoTX4TSYxMv2Yvt8LT8M2cnm=s10000",4.4,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Cà Mau,Khu Du Lịch Sinh Thái Thư Duy,http://thuduyresort.com/,Không có mô tả,1820000,"Cảng Hàng Không Cà Mau, Nhà Hàng King Cua",Không có hạng sao,"https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/85/ad/69/thu-duy-resort.jpg?w=1900&h=1100&s=1, https://lh5.googleusercontent.com/p/AF1QipMIUVfk0FCw07JGHPG41SChqxIfS6xDq9FHEtDq=s10000, https://lh5.googleusercontent.com/p/AF1QipOlJ769avdXP4bvHW0jJpxUqVGvNA_hjqTYFkUO=s10000, https://lh5.googleusercontent.com/p/AF1QipMrU_fID6pL4aDJg3qLX5riUWFmRm1qzDpsA-Oj=s10000, https://lh5.googleusercontent.com/p/AF1QipP-nYC1Y0szkuXvWX8Q0uPni1n6nNLV2BaHKfZz=s10000, https://lh5.googleusercontent.com/p/AF1QipO41D3bfJfpWPt517J-e97ED8jMJJqImKjAE0oD=s10000, https://lh5.googleusercontent.com/p/AF1QipM6xjlaadXkC3nIuUNdpUiooV8WIjS-DOQKhCSo=s10000, https://lh5.googleusercontent.com/p/AF1QipNYWWQJSzFlm84ag0D7T26DkneAEGM2odtrpsBd=s10000, https://lh5.googleusercontent.com/p/AF1QipMRID-iNXrfsRt47vVP6sO73qdTrHZkIiRBxJiY=s10000",2.5,"Free Wi-Fi, Free parking, Air conditioning, Full-service laundry, Child-friendly"
Cà Mau,Nhà Khách Ken,Không có link,Không có mô tả,436008,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Ẩm Thực Sinh Thái MIỆT THỨ",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipOgddMAUvWRGWpexozvp7ca48TPezTQxTc1SHOj=s10000, https://lh5.googleusercontent.com/p/AF1QipNUso-yAYGHklM1st6QuKrlpm-8N5yTY-WbDPyq=s10000, https://lh5.googleusercontent.com/p/AF1QipPr4ByM4IsfImAw4PP-DS64xIzF5Pk2PSXQ1wXi=s10000, https://lh5.googleusercontent.com/p/AF1QipO6_-VS3Uz2mYLHYm9207eC442zQOECQk5BBo2y=s10000, https://lh5.googleusercontent.com/p/AF1QipP7S9xbIch3ieQp5Urgj87GuHBwvVOg5z2ylLTq=s10000, https://lh5.googleusercontent.com/p/AF1QipOfyFIj1Is6Nbus4IDQOxCQozVWe6uzE7wPNNJl=s10000, https://lh5.googleusercontent.com/p/AF1QipN24UqD8tIn-n8zh1LZPWVNH8Ll0dlbC4HZfQeV=s10000, https://lh5.googleusercontent.com/p/AF1QipNa8NhhHyyxC15R_Teuc1tlOpoa_Yfb9Gu0bT-Z=s10000, https://lh5.googleusercontent.com/p/AF1QipPX4doJSbcsVCTz_NhsFoCBv7pHoda5hTdVbdoc=s10000",3.7,"Free Wi-Fi, Free parking, Air conditioning, Pet-friendly, Full-service laundry"
Cà Mau,Khách sạn Sao Kim,Không có link,Không có mô tả,1165000,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Nhà hàng",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipPVfTBHSnBBVnXquj0ccj6jkdD9rot30D0WfBzF=s10000, https://lh5.googleusercontent.com/p/AF1QipMAKc65unJqIul_l9w2KM5FX2LI_x5kejnX_PqE=s10000, https://cdn.worldota.net/t/1024x768/content/dc/7c/dc7c95b5263b6e6bc3e2aed19d0244bee7bd07fd.jpeg, https://lh5.googleusercontent.com/p/AF1QipMKmc8kRiQzTsFmk7SJ1QyP-sEu_F_LhRALPpyq=s10000, https://lh5.googleusercontent.com/p/AF1QipNjWgSau82RpsxZ_8eHMP7z3o4oJGsAQcvEM8Fw=s10000, https://lh5.googleusercontent.com/p/AF1QipOUVlhFfMfuCRpkpkHH4OGVtFsqP5o8m_PHqqzU=s10000, https://lh5.googleusercontent.com/p/AF1QipMERr_YJFKcb9iE__TQGp8nMYgvN0AwYUTqeodP=s10000, https://lh5.googleusercontent.com/p/AF1QipNLFb7FdMni4Dsq-TXAAY_xhygGa9HHMik3UGzN=s10000, https://cdn.worldota.net/t/1024x768/content/b7/f8/b7f8202e6594a0f60ddf7676f90b97195328b1cf.jpeg",4.1,"Free breakfast, Free Wi-Fi, Free parking, Restaurant, Full-service laundry"
Cà Mau,KHÁCH SẠN THANH TRUC CA MAU,Không có link,"Khách sạn ấm cúng, có nhà hàng, quán cà phê và phòng ở đơn giản. Một số phòng có ban công.",0,"Càu mau chùa Monivongsa Bopharam, Cảng Hàng Không Cà Mau, Ẩm Thực Ba Miền",Khách sạn 3 sao,"https://images.trvl-media.com/lodging/40000000/39560000/39555000/39554943/746cb996_z.jpg, https://lh5.googleusercontent.com/p/AF1QipNCJKThAMam_9mCP-HVQS31HN5QcCHggNiQ81a6=s10000, https://images.trvl-media.com/lodging/40000000/39560000/39555000/39554943/d317298b_z.jpg, https://lh5.googleusercontent.com/p/AF1QipO5RQ4iur0GRwPqwUfpMw2R9Ikv0hPI7CW9ExAX=s10000, https://lh5.googleusercontent.com/p/AF1QipMDJLUU84q6aQu5oNua53XqMv8aRiRekB0igGL9=s10000, https://lh5.googleusercontent.com/p/AF1QipOllyprytxpSB-GchleH43mQWGnMy3btY09_gRO=s10000, https://lh5.googleusercontent.com/p/AF1QipO4UfqUdMd7raqzj9sV5BSptWq1VrhaeIHHFn7P=s10000, https://lh5.googleusercontent.com/p/AF1QipOF351ChR5or6enIavD4rTVD_HJgEI4Z8sigBrv=s10000, https://lh5.googleusercontent.com/p/AF1QipNiwmul206eH2sAezWn7Yg6DdxP39ffP3te72k0=s10000",4.5,"Free Wi-Fi, Free parking, Air conditioning, Restaurant, Full-service laundry"
Cà Mau,Ruby Hotel,https://www.facebook.com/rubyhotel,Không có mô tả,468072,"CÔNG TY DU LỊCH ĐẤT MŨI XANH (GREENLAND TOURIST), Cảng Hàng Không Cà Mau, Hủ tiếu mực A Vòi",Khách sạn 3 sao,"https://lh5.googleusercontent.com/p/AF1QipOIdZe9UiNre7-zP694kZxjNFllLm46ycHD3BDo=s10000, https://lh5.googleusercontent.com/p/AF1QipM7TY5tXUsN6cjYkabJfyU2UkoCxAy1aH-Gq6qW=s10000, https://lh5.googleusercontent.com/p/AF1QipObRAMhqsv_D9VDJ__g1zYkvksCnhjb6CSx4gY2=s10000, https://lh5.googleusercontent.com/p/AF1QipMUllA-n5iTFxJEeoreP6TfY9lQ3c-uFrytHF1a=s10000, https://lh5.googleusercontent.com/p/AF1QipOF01MmGtwvfAbEfPFxlgR1GWtr62EkicpCRELr=s10000, https://lh5.googleusercontent.com/p/AF1QipPWIi8RibYgZofdV_GcTx_tCUk45u7zdJIe_9rq=s10000, https://lh5.googleusercontent.com/p/AF1QipMU-xjYaU_PlN1yEjAOWEpfyVmvQFZTFo6rMv42=s10000, https://lh5.googleusercontent.com/p/AF1QipN3db6bfFWWcE9bf6nS08QXhoVVbBxv98u_rU2y=s10000, https://lh5.googleusercontent.com/p/AF1QipPMVIM7YQ72Oqm4HbW65dpcn5RqZbk71CFgAPLg=s10000",4.1,"Free breakfast, Free Wi-Fi, Free parking, Air conditioning, Restaurant, Full-service laundry, Child-friendly"
Cà Mau,Nhà khách Đông Bắc TP. Cà Mau,http://thongtincamau.com/,Không có mô tả,0,"Quảng trường Thanh Niên, Cảng Hàng Không Cà Mau, Ngoại Thành quán",Không có hạng sao,"https://lh5.googleusercontent.com/p/AF1QipP_9-ZiPblqM-adSM_L_HLu_Ib52K4MpBfP8Ntb=s10000, https://lh5.googleusercontent.com/p/AF1QipNk_uVVNMG1kUM_XYsELWlsVIilcfRpjrXCdnM1=s10000, https://lh5.googleusercontent.com/p/AF1QipNfjq7wdZLheqE60r1qNhnJQvrGXjTpasYZ5if2=s10000, https://lh5.googleusercontent.com/p/AF1QipNPJMFGXkXraXIhBrpEKlZOMvlCazgOkNN9piXY=s10000, https://lh5.googleusercontent.com/p/AF1QipN89eLOC0IE_VHcPEKXPVkbWObDg1venNgIBK5s=s10000, https://lh5.googleusercontent.com/p/AF1QipP1pN7bGvUwYrgFgUtfb7N7wg94A62RliQLd_Fy=s10000, https://lh5.googleusercontent.com/p/AF1QipOqBL27Hv3TwZtVmRc20xnQQJAqJQp_eQaMGyK7=s10000, https://lh5.googleusercontent.com/p/AF1QipN3tFUqJWOWabpDs0SHJ2DNVcFQ6PgumgN9Uz6-=s10000, https://lh5.googleusercontent.com/p/AF1QipM0wChYFzxyD1cgKh0FZasa3rVIXwITUDqdt1Nk=s10000",3.3,"Free Wi-Fi, Air conditioning, Full-service laundry"
